user_id,F,last_buy,M_proxy,R,分层
114172,2,2017-11-29,2,4,稳定复购用户
114189,3,2017-12-03,3,0,高频多品类用户
114197,3,2017-11-29,3,4,高频多品类用户
114200,1,2017-11-26,1,7,低频沉睡用户
114208,1,2017-11-29,1,4,低频沉睡用户
114209,1,2017-11-29,1,4,低频沉睡用户
114219,3,2017-12-02,3,1,高频多品类用户
114220,2,2017-11-25,2,8,稳定复购用户
114224,1,2017-11-28,1,5,低频沉睡用户
114229,7,2017-11-30,5,3,高频多品类用户
114232,2,2017-12-03,2,0,稳定复购用户
114246,4,2017-12-02,4,1,高频多品类用户
114252,2,2017-12-01,2,2,稳定复购用户
114272,1,2017-11-28,1,5,低频沉睡用户
114278,3,2017-11-28,3,5,高频多品类用户
114280,2,2017-11-29,2,4,稳定复购用户
114283,2,2017-11-28,2,5,稳定复购用户
114295,2,2017-12-03,2,0,稳定复购用户
114300,1,2017-11-30,1,3,低频沉睡用户
114308,1,2017-11-26,1,7,低频沉睡用户
114309,2,2017-11-25,2,8,稳定复购用户
114321,1,2017-12-03,1,0,新购买用户
114339,1,2017-12-03,1,0,新购买用户
114341,1,2017-12-02,1,1,新购买用户
114344,1,2017-12-01,1,2,低频沉睡用户
114361,1,2017-11-26,1,7,低频沉睡用户
114365,2,2017-12-03,2,0,稳定复购用户
114367,2,2017-12-02,2,1,稳定复购用户
114374,1,2017-12-01,1,2,低频沉睡用户
114375,6,2017-11-30,6,3,高频多品类用户
114394,1,2017-12-02,1,1,新购买用户
114405,1,2017-12-03,1,0,新购买用户
114415,2,2017-12-02,2,1,稳定复购用户
114419,1,2017-12-01,1,2,低频沉睡用户
114436,1,2017-11-28,1,5,低频沉睡用户
114438,2,2017-12-01,2,2,稳定复购用户
114454,2,2017-12-03,2,0,稳定复购用户
114457,2,2017-11-25,2,8,稳定复购用户
114459,1,2017-12-01,1,2,低频沉睡用户
114467,14,2017-12-01,13,2,高频多品类用户
114478,4,2017-11-29,4,4,高频多品类用户
114521,3,2017-11-30,3,3,高频多品类用户
114523,2,2017-12-03,2,0,稳定复购用户
114524,2,2017-11-29,2,4,稳定复购用户
114536,2,2017-12-03,2,0,稳定复购用户
114546,6,2017-12-03,5,0,高频多品类用户
114558,6,2017-11-30,5,3,高频多品类用户
114565,3,2017-11-30,3,3,高频多品类用户
114569,1,2017-11-25,1,8,低频沉睡用户
114571,2,2017-11-30,2,3,稳定复购用户
114576,2,2017-12-01,2,2,稳定复购用户
114585,1,2017-11-30,1,3,低频沉睡用户
114594,1,2017-12-03,1,0,新购买用户
114601,5,2017-11-29,4,4,高频多品类用户
114616,1,2017-11-25,1,8,低频沉睡用户
114623,1,2017-12-01,1,2,低频沉睡用户
114629,1,2017-11-26,1,7,低频沉睡用户
114635,1,2017-11-27,1,6,低频沉睡用户
114637,1,2017-12-03,1,0,新购买用户
114644,7,2017-12-03,7,0,高频多品类用户
114650,5,2017-12-02,4,1,高频多品类用户
114656,1,2017-12-02,1,1,新购买用户
114664,3,2017-12-01,3,2,高频多品类用户
114669,2,2017-12-02,1,1,稳定复购用户
114670,1,2017-11-30,1,3,低频沉睡用户
114672,8,2017-11-29,5,4,高频多品类用户
114682,1,2017-12-03,1,0,新购买用户
114687,13,2017-12-03,11,0,高频多品类用户
114690,1,2017-12-02,1,1,新购买用户
114714,1,2017-11-26,1,7,低频沉睡用户
114726,1,2017-11-27,1,6,低频沉睡用户
114733,4,2017-12-03,3,0,高频多品类用户
114743,3,2017-11-29,3,4,高频多品类用户
114744,3,2017-12-02,2,1,高频多品类用户
114749,2,2017-11-29,2,4,稳定复购用户
114752,2,2017-11-29,2,4,稳定复购用户
114754,2,2017-11-27,2,6,稳定复购用户
114771,1,2017-12-03,1,0,新购买用户
114778,1,2017-12-01,1,2,低频沉睡用户
114779,1,2017-12-02,1,1,新购买用户
114781,11,2017-12-03,6,0,高频多品类用户
114784,1,2017-11-28,1,5,低频沉睡用户
114788,1,2017-11-25,1,8,低频沉睡用户
114798,2,2017-11-27,2,6,稳定复购用户
114805,1,2017-12-03,1,0,新购买用户
114823,1,2017-11-29,1,4,低频沉睡用户
114824,8,2017-12-03,6,0,高频多品类用户
114832,1,2017-12-02,1,1,新购买用户
114848,2,2017-12-03,2,0,稳定复购用户
114861,2,2017-12-03,2,0,稳定复购用户
114864,3,2017-12-03,2,0,高频多品类用户
114873,3,2017-12-02,3,1,高频多品类用户
114892,2,2017-11-28,2,5,稳定复购用户
114900,3,2017-11-29,3,4,高频多品类用户
114912,3,2017-12-02,3,1,高频多品类用户
114913,1,2017-12-02,1,1,新购买用户
114915,1,2017-11-30,1,3,低频沉睡用户
114916,1,2017-12-03,1,0,新购买用户
114917,2,2017-11-26,2,7,稳定复购用户
114926,9,2017-12-01,9,2,高频多品类用户
114927,2,2017-12-01,2,2,稳定复购用户
114931,5,2017-12-03,5,0,高频多品类用户
114941,6,2017-11-30,4,3,高频多品类用户
114948,31,2017-12-03,8,0,高频多品类用户
114954,5,2017-12-02,4,1,高频多品类用户
114962,5,2017-12-01,3,2,高频多品类用户
114964,1,2017-12-01,1,2,低频沉睡用户
114968,1,2017-11-29,1,4,低频沉睡用户
114974,1,2017-11-28,1,5,低频沉睡用户
114996,1,2017-11-26,1,7,低频沉睡用户
115000,4,2017-12-03,3,0,高频多品类用户
115009,1,2017-11-29,1,4,低频沉睡用户
115012,2,2017-11-28,2,5,稳定复购用户
115031,7,2017-12-03,6,0,高频多品类用户
115039,3,2017-11-30,3,3,高频多品类用户
115044,1,2017-11-28,1,5,低频沉睡用户
115046,4,2017-11-26,3,7,高频多品类用户
115047,13,2017-11-30,9,3,高频多品类用户
115065,1,2017-12-01,1,2,低频沉睡用户
115087,4,2017-12-01,3,2,高频多品类用户
115098,6,2017-12-03,6,0,高频多品类用户
115104,1,2017-12-03,1,0,新购买用户
115106,2,2017-11-30,2,3,稳定复购用户
115108,3,2017-12-03,3,0,高频多品类用户
115109,4,2017-12-03,4,0,高频多品类用户
115127,2,2017-12-03,1,0,稳定复购用户
115147,1,2017-11-30,1,3,低频沉睡用户
115168,1,2017-11-29,1,4,低频沉睡用户
115179,5,2017-12-01,5,2,高频多品类用户
115185,4,2017-12-02,3,1,高频多品类用户
115197,3,2017-12-03,2,0,高频多品类用户
115198,1,2017-11-29,1,4,低频沉睡用户
115220,3,2017-11-29,3,4,高频多品类用户
115221,4,2017-12-02,3,1,高频多品类用户
115222,1,2017-12-02,1,1,新购买用户
115224,3,2017-12-03,3,0,高频多品类用户
115227,1,2017-12-03,1,0,新购买用户
115229,9,2017-12-03,6,0,高频多品类用户
115238,3,2017-12-02,3,1,高频多品类用户
115242,3,2017-12-03,2,0,高频多品类用户
115245,1,2017-12-03,1,0,新购买用户
115247,3,2017-12-03,2,0,高频多品类用户
115250,3,2017-12-02,3,1,高频多品类用户
115254,7,2017-12-02,6,1,高频多品类用户
115259,2,2017-12-03,1,0,稳定复购用户
115274,1,2017-11-25,1,8,低频沉睡用户
115281,2,2017-12-03,2,0,稳定复购用户
115289,1,2017-11-28,1,5,低频沉睡用户
115293,1,2017-11-30,1,3,低频沉睡用户
115297,2,2017-11-30,2,3,稳定复购用户
115299,1,2017-12-02,1,1,新购买用户
115320,1,2017-11-25,1,8,低频沉睡用户
115326,2,2017-12-02,2,1,稳定复购用户
115327,1,2017-11-30,1,3,低频沉睡用户
115332,1,2017-11-29,1,4,低频沉睡用户
115333,2,2017-12-02,2,1,稳定复购用户
115337,7,2017-12-02,4,1,高频多品类用户
115344,2,2017-12-03,2,0,稳定复购用户
115350,1,2017-12-02,1,1,新购买用户
115360,2,2017-12-03,2,0,稳定复购用户
115374,4,2017-12-01,4,2,高频多品类用户
115376,4,2017-12-02,3,1,高频多品类用户
115385,4,2017-12-03,3,0,高频多品类用户
115387,4,2017-12-03,4,0,高频多品类用户
115411,13,2017-12-02,13,1,高频多品类用户
115415,2,2017-11-28,2,5,稳定复购用户
115416,7,2017-12-02,7,1,高频多品类用户
115424,2,2017-12-03,2,0,稳定复购用户
115438,1,2017-11-29,1,4,低频沉睡用户
115440,3,2017-12-03,2,0,高频多品类用户
115442,2,2017-11-30,2,3,稳定复购用户
115443,3,2017-12-01,3,2,高频多品类用户
115453,2,2017-11-27,2,6,稳定复购用户
115456,1,2017-11-30,1,3,低频沉睡用户
115462,1,2017-11-27,1,6,低频沉睡用户
115473,1,2017-11-26,1,7,低频沉睡用户
115476,4,2017-12-03,4,0,高频多品类用户
115494,1,2017-12-02,1,1,新购买用户
115506,8,2017-11-28,8,5,高频多品类用户
115509,5,2017-11-27,4,6,高频多品类用户
115512,5,2017-12-03,5,0,高频多品类用户
115525,1,2017-11-26,1,7,低频沉睡用户
115530,4,2017-12-02,4,1,高频多品类用户
115531,5,2017-11-27,2,6,高频多品类用户
115536,2,2017-12-01,2,2,稳定复购用户
115537,1,2017-11-30,1,3,低频沉睡用户
115543,2,2017-11-28,2,5,稳定复购用户
115554,1,2017-11-26,1,7,低频沉睡用户
115555,9,2017-12-03,9,0,高频多品类用户
115563,3,2017-12-02,3,1,高频多品类用户
115564,1,2017-11-27,1,6,低频沉睡用户
115592,1,2017-11-27,1,6,低频沉睡用户
115594,1,2017-12-02,1,1,新购买用户
115596,2,2017-12-02,2,1,稳定复购用户
115605,1,2017-11-29,1,4,低频沉睡用户
115614,4,2017-12-03,2,0,高频多品类用户
115618,3,2017-11-28,3,5,高频多品类用户
115620,1,2017-12-03,1,0,新购买用户
115638,1,2017-11-27,1,6,低频沉睡用户
115648,5,2017-12-01,5,2,高频多品类用户
115650,4,2017-12-03,4,0,高频多品类用户
115651,2,2017-12-03,2,0,稳定复购用户
115685,2,2017-12-03,2,0,稳定复购用户
115686,2,2017-12-01,2,2,稳定复购用户
115710,1,2017-12-01,1,2,低频沉睡用户
115716,1,2017-12-01,1,2,低频沉睡用户
115718,1,2017-11-26,1,7,低频沉睡用户
115730,4,2017-12-02,3,1,高频多品类用户
115733,4,2017-12-02,4,1,高频多品类用户
115738,4,2017-11-30,4,3,高频多品类用户
115743,1,2017-11-26,1,7,低频沉睡用户
115744,1,2017-11-25,1,8,低频沉睡用户
115749,4,2017-12-02,3,1,高频多品类用户
115752,5,2017-12-03,5,0,高频多品类用户
115762,2,2017-11-28,2,5,稳定复购用户
115773,4,2017-12-02,3,1,高频多品类用户
115774,3,2017-12-03,3,0,高频多品类用户
115797,3,2017-12-03,2,0,高频多品类用户
115810,7,2017-11-29,5,4,高频多品类用户
115813,1,2017-11-29,1,4,低频沉睡用户
115822,2,2017-11-28,2,5,稳定复购用户
115853,1,2017-11-30,1,3,低频沉睡用户
115855,1,2017-12-02,1,1,新购买用户
115864,5,2017-12-01,4,2,高频多品类用户
115866,2,2017-12-03,2,0,稳定复购用户
115873,1,2017-12-02,1,1,新购买用户
115874,2,2017-12-02,2,1,稳定复购用户
115880,2,2017-11-30,2,3,稳定复购用户
115906,1,2017-11-27,1,6,低频沉睡用户
115914,4,2017-11-29,4,4,高频多品类用户
115919,2,2017-12-01,2,2,稳定复购用户
115920,1,2017-12-02,1,1,新购买用户
115932,6,2017-11-29,3,4,高频多品类用户
115935,9,2017-12-03,8,0,高频多品类用户
115941,5,2017-12-02,4,1,高频多品类用户
115950,2,2017-12-03,2,0,稳定复购用户
115966,3,2017-12-03,3,0,高频多品类用户
115967,2,2017-12-02,2,1,稳定复购用户
115972,3,2017-12-03,3,0,高频多品类用户
115983,1,2017-11-26,1,7,低频沉睡用户
115986,1,2017-11-29,1,4,低频沉睡用户
115989,1,2017-11-25,1,8,低频沉睡用户
115994,1,2017-12-03,1,0,新购买用户
115996,3,2017-12-03,2,0,高频多品类用户
116018,3,2017-11-29,2,4,高频多品类用户
116019,1,2017-12-01,1,2,低频沉睡用户
116021,6,2017-12-03,6,0,高频多品类用户
116026,2,2017-12-02,2,1,稳定复购用户
116028,14,2017-12-01,13,2,高频多品类用户
116061,1,2017-11-30,1,3,低频沉睡用户
116066,2,2017-11-27,2,6,稳定复购用户
116102,2,2017-11-27,2,6,稳定复购用户
116108,9,2017-12-03,8,0,高频多品类用户
116111,1,2017-11-28,1,5,低频沉睡用户
116123,1,2017-12-02,1,1,新购买用户
116132,9,2017-12-03,8,0,高频多品类用户
116133,4,2017-11-26,4,7,高频多品类用户
116135,3,2017-11-29,3,4,高频多品类用户
116143,2,2017-12-02,2,1,稳定复购用户
116151,1,2017-12-02,1,1,新购买用户
116155,3,2017-12-03,2,0,高频多品类用户
116163,2,2017-12-03,1,0,稳定复购用户
116167,2,2017-12-02,2,1,稳定复购用户
116201,2,2017-11-29,2,4,稳定复购用户
116204,1,2017-11-28,1,5,低频沉睡用户
116229,2,2017-12-03,2,0,稳定复购用户
116241,6,2017-12-01,6,2,高频多品类用户
116262,7,2017-11-29,4,4,高频多品类用户
116264,1,2017-11-30,1,3,低频沉睡用户
116269,3,2017-11-28,3,5,高频多品类用户
116271,1,2017-12-01,1,2,低频沉睡用户
116282,1,2017-11-26,1,7,低频沉睡用户
116286,2,2017-11-30,2,3,稳定复购用户
116287,2,2017-12-01,2,2,稳定复购用户
116289,1,2017-11-29,1,4,低频沉睡用户
116290,2,2017-11-29,2,4,稳定复购用户
116292,1,2017-11-27,1,6,低频沉睡用户
116308,3,2017-12-03,3,0,高频多品类用户
116310,6,2017-12-03,6,0,高频多品类用户
116316,3,2017-11-28,3,5,高频多品类用户
116327,3,2017-11-29,3,4,高频多品类用户
116328,2,2017-11-30,2,3,稳定复购用户
116330,1,2017-12-01,1,2,低频沉睡用户
116333,5,2017-12-01,4,2,高频多品类用户
116342,3,2017-12-03,3,0,高频多品类用户
116343,2,2017-12-03,2,0,稳定复购用户
116344,7,2017-12-03,7,0,高频多品类用户
116345,2,2017-11-27,2,6,稳定复购用户
116348,1,2017-12-02,1,1,新购买用户
116350,1,2017-12-03,1,0,新购买用户
116352,1,2017-11-25,1,8,低频沉睡用户
116355,4,2017-12-02,3,1,高频多品类用户
116363,2,2017-12-03,2,0,稳定复购用户
116364,3,2017-12-02,3,1,高频多品类用户
116381,6,2017-12-02,4,1,高频多品类用户
116387,4,2017-11-26,4,7,高频多品类用户
116405,7,2017-12-02,6,1,高频多品类用户
116407,1,2017-11-29,1,4,低频沉睡用户
116422,1,2017-11-29,1,4,低频沉睡用户
116430,3,2017-12-03,3,0,高频多品类用户
116448,1,2017-11-26,1,7,低频沉睡用户
116459,3,2017-12-01,3,2,高频多品类用户
116469,1,2017-12-01,1,2,低频沉睡用户
116482,1,2017-11-28,1,5,低频沉睡用户
116487,1,2017-11-25,1,8,低频沉睡用户
116518,1,2017-11-26,1,7,低频沉睡用户
116520,1,2017-11-30,1,3,低频沉睡用户
116523,13,2017-12-03,10,0,高频多品类用户
116530,1,2017-11-26,1,7,低频沉睡用户
116531,2,2017-12-01,2,2,稳定复购用户
116533,1,2017-11-29,1,4,低频沉睡用户
116541,1,2017-11-30,1,3,低频沉睡用户
116550,1,2017-11-29,1,4,低频沉睡用户
116554,2,2017-12-01,2,2,稳定复购用户
116556,1,2017-11-25,1,8,低频沉睡用户
116572,5,2017-12-03,3,0,高频多品类用户
116582,8,2017-12-03,6,0,高频多品类用户
116584,2,2017-11-30,2,3,稳定复购用户
116588,2,2017-11-27,2,6,稳定复购用户
116596,4,2017-12-02,4,1,高频多品类用户
116607,3,2017-11-29,3,4,高频多品类用户
116608,1,2017-11-26,1,7,低频沉睡用户
116611,4,2017-12-01,4,2,高频多品类用户
116617,2,2017-12-02,2,1,稳定复购用户
116624,1,2017-11-27,1,6,低频沉睡用户
116636,1,2017-12-03,1,0,新购买用户
116647,1,2017-12-03,1,0,新购买用户
116654,1,2017-11-30,1,3,低频沉睡用户
116656,1,2017-11-29,1,4,低频沉睡用户
116659,14,2017-12-03,5,0,高频多品类用户
116666,2,2017-12-03,2,0,稳定复购用户
116682,8,2017-12-03,4,0,高频多品类用户
116693,2,2017-11-28,2,5,稳定复购用户
116694,1,2017-11-28,1,5,低频沉睡用户
116697,2,2017-12-03,2,0,稳定复购用户
116701,1,2017-11-30,1,3,低频沉睡用户
116708,4,2017-11-27,4,6,高频多品类用户
116711,1,2017-12-01,1,2,低频沉睡用户
116712,1,2017-12-02,1,1,新购买用户
116717,5,2017-12-02,5,1,高频多品类用户
116722,2,2017-12-01,2,2,稳定复购用户
116727,1,2017-11-28,1,5,低频沉睡用户
116736,4,2017-12-02,4,1,高频多品类用户
116738,2,2017-12-03,2,0,稳定复购用户
116750,1,2017-11-28,1,5,低频沉睡用户
116760,2,2017-12-01,2,2,稳定复购用户
116767,3,2017-12-01,2,2,高频多品类用户
116769,7,2017-12-03,6,0,高频多品类用户
116772,1,2017-11-25,1,8,低频沉睡用户
116796,2,2017-11-28,2,5,稳定复购用户
116797,3,2017-11-30,2,3,高频多品类用户
116801,7,2017-12-03,6,0,高频多品类用户
116805,4,2017-12-03,4,0,高频多品类用户
116809,1,2017-11-28,1,5,低频沉睡用户
116812,2,2017-11-27,2,6,稳定复购用户
116820,5,2017-11-29,5,4,高频多品类用户
116821,3,2017-12-01,3,2,高频多品类用户
116833,3,2017-11-29,3,4,高频多品类用户
116837,4,2017-12-03,4,0,高频多品类用户
116842,2,2017-12-03,2,0,稳定复购用户
116843,2,2017-11-29,2,4,稳定复购用户
116847,1,2017-11-29,1,4,低频沉睡用户
116859,1,2017-12-02,1,1,新购买用户
116867,4,2017-12-01,4,2,高频多品类用户
116868,3,2017-12-03,3,0,高频多品类用户
116869,1,2017-11-25,1,8,低频沉睡用户
116885,3,2017-11-30,3,3,高频多品类用户
116892,3,2017-12-03,3,0,高频多品类用户
116894,8,2017-12-02,5,1,高频多品类用户
116897,1,2017-12-02,1,1,新购买用户
116901,3,2017-12-03,3,0,高频多品类用户
116902,1,2017-12-03,1,0,新购买用户
116906,4,2017-12-02,3,1,高频多品类用户
116911,2,2017-11-30,2,3,稳定复购用户
116930,25,2017-12-02,23,1,高频多品类用户
116934,1,2017-12-02,1,1,新购买用户
116935,5,2017-11-30,2,3,高频多品类用户
116939,1,2017-11-27,1,6,低频沉睡用户
116941,8,2017-12-01,8,2,高频多品类用户
116955,1,2017-11-30,1,3,低频沉睡用户
116963,2,2017-12-03,2,0,稳定复购用户
117006,3,2017-12-01,2,2,高频多品类用户
117009,2,2017-11-28,2,5,稳定复购用户
117013,7,2017-12-03,6,0,高频多品类用户
117016,2,2017-12-02,2,1,稳定复购用户
117019,5,2017-12-03,5,0,高频多品类用户
117038,3,2017-12-03,2,0,高频多品类用户
117041,3,2017-12-02,3,1,高频多品类用户
117053,5,2017-12-01,4,2,高频多品类用户
117057,1,2017-11-26,1,7,低频沉睡用户
117067,1,2017-12-02,1,1,新购买用户
117075,8,2017-12-03,5,0,高频多品类用户
117079,1,2017-12-02,1,1,新购买用户
117080,6,2017-12-01,6,2,高频多品类用户
117085,2,2017-11-26,1,7,稳定复购用户
117086,1,2017-11-30,1,3,低频沉睡用户
117090,6,2017-12-01,6,2,高频多品类用户
117092,3,2017-12-02,3,1,高频多品类用户
117100,2,2017-12-01,2,2,稳定复购用户
117115,4,2017-11-29,4,4,高频多品类用户
117117,2,2017-11-29,2,4,稳定复购用户
117124,1,2017-11-28,1,5,低频沉睡用户
117127,1,2017-11-25,1,8,低频沉睡用户
117128,2,2017-11-28,2,5,稳定复购用户
117146,10,2017-12-03,7,0,高频多品类用户
117147,5,2017-11-28,5,5,高频多品类用户
117154,3,2017-11-25,2,8,高频多品类用户
117156,1,2017-12-01,1,2,低频沉睡用户
117162,2,2017-11-26,2,7,稳定复购用户
117163,2,2017-12-03,2,0,稳定复购用户
117171,3,2017-12-01,3,2,高频多品类用户
117174,10,2017-12-03,7,0,高频多品类用户
117176,2,2017-11-26,1,7,稳定复购用户
117184,9,2017-12-02,3,1,高频多品类用户
117190,1,2017-12-01,1,2,低频沉睡用户
117193,4,2017-12-02,3,1,高频多品类用户
117198,5,2017-11-30,5,3,高频多品类用户
117200,6,2017-12-02,5,1,高频多品类用户
117202,1,2017-12-03,1,0,新购买用户
117205,8,2017-12-03,7,0,高频多品类用户
117206,2,2017-11-30,2,3,稳定复购用户
117216,1,2017-12-01,1,2,低频沉睡用户
117226,5,2017-12-03,4,0,高频多品类用户
117231,2,2017-12-03,2,0,稳定复购用户
117246,2,2017-11-30,2,3,稳定复购用户
117251,1,2017-11-28,1,5,低频沉睡用户
117255,3,2017-12-03,2,0,高频多品类用户
117258,1,2017-11-28,1,5,低频沉睡用户
117262,1,2017-12-03,1,0,新购买用户
117272,2,2017-11-26,2,7,稳定复购用户
117278,2,2017-11-29,1,4,稳定复购用户
117282,1,2017-11-27,1,6,低频沉睡用户
117284,1,2017-11-28,1,5,低频沉睡用户
117285,1,2017-12-02,1,1,新购买用户
117294,1,2017-11-27,1,6,低频沉睡用户
117311,4,2017-12-02,2,1,高频多品类用户
117315,2,2017-12-03,2,0,稳定复购用户
117328,1,2017-11-27,1,6,低频沉睡用户
117330,1,2017-11-30,1,3,低频沉睡用户
117336,2,2017-12-02,2,1,稳定复购用户
117341,1,2017-12-03,1,0,新购买用户
117343,2,2017-12-03,2,0,稳定复购用户
117347,4,2017-12-03,4,0,高频多品类用户
117356,2,2017-12-02,1,1,稳定复购用户
117360,1,2017-11-26,1,7,低频沉睡用户
117367,2,2017-12-02,2,1,稳定复购用户
117384,2,2017-12-03,2,0,稳定复购用户
117385,1,2017-11-27,1,6,低频沉睡用户
117395,1,2017-11-26,1,7,低频沉睡用户
117399,3,2017-12-02,3,1,高频多品类用户
117404,2,2017-11-29,2,4,稳定复购用户
117410,1,2017-11-28,1,5,低频沉睡用户
117417,5,2017-11-29,4,4,高频多品类用户
117418,6,2017-12-03,5,0,高频多品类用户
117421,4,2017-12-01,4,2,高频多品类用户
117423,1,2017-12-01,1,2,低频沉睡用户
117425,1,2017-12-03,1,0,新购买用户
117428,1,2017-12-02,1,1,新购买用户
117439,9,2017-12-03,7,0,高频多品类用户
117442,1,2017-12-02,1,1,新购买用户
117448,4,2017-11-30,2,3,高频多品类用户
117450,3,2017-11-28,3,5,高频多品类用户
117452,2,2017-12-03,1,0,稳定复购用户
117453,3,2017-11-28,3,5,高频多品类用户
117455,7,2017-12-01,3,2,高频多品类用户
117458,4,2017-11-26,4,7,高频多品类用户
117459,3,2017-12-03,3,0,高频多品类用户
117462,6,2017-11-30,3,3,高频多品类用户
117472,2,2017-11-28,2,5,稳定复购用户
117473,1,2017-12-02,1,1,新购买用户
117474,2,2017-11-30,2,3,稳定复购用户
117476,2,2017-12-03,2,0,稳定复购用户
117530,5,2017-12-01,5,2,高频多品类用户
117534,2,2017-12-03,2,0,稳定复购用户
117539,11,2017-12-02,10,1,高频多品类用户
117540,2,2017-11-27,2,6,稳定复购用户
117556,1,2017-12-03,1,0,新购买用户
117560,2,2017-12-01,2,2,稳定复购用户
117570,4,2017-12-01,4,2,高频多品类用户
117578,1,2017-11-27,1,6,低频沉睡用户
117585,6,2017-12-02,5,1,高频多品类用户
117606,5,2017-12-01,3,2,高频多品类用户
117607,1,2017-11-30,1,3,低频沉睡用户
117612,1,2017-11-27,1,6,低频沉睡用户
117616,4,2017-12-03,4,0,高频多品类用户
117627,1,2017-11-26,1,7,低频沉睡用户
117648,12,2017-12-03,11,0,高频多品类用户
117652,2,2017-12-02,2,1,稳定复购用户
117653,5,2017-11-29,3,4,高频多品类用户
117658,1,2017-11-26,1,7,低频沉睡用户
117666,1,2017-11-28,1,5,低频沉睡用户
117671,2,2017-12-02,2,1,稳定复购用户
117679,4,2017-12-02,4,1,高频多品类用户
117689,5,2017-12-03,5,0,高频多品类用户
117691,1,2017-11-27,1,6,低频沉睡用户
117692,1,2017-12-03,1,0,新购买用户
117701,4,2017-11-29,4,4,高频多品类用户
117702,1,2017-11-26,1,7,低频沉睡用户
117707,6,2017-11-30,6,3,高频多品类用户
117718,5,2017-11-29,5,4,高频多品类用户
117733,2,2017-11-26,2,7,稳定复购用户
117738,2,2017-12-01,2,2,稳定复购用户
117761,3,2017-12-01,3,2,高频多品类用户
117767,4,2017-12-02,4,1,高频多品类用户
117770,4,2017-12-02,3,1,高频多品类用户
117772,6,2017-12-02,5,1,高频多品类用户
117776,1,2017-11-26,1,7,低频沉睡用户
117782,3,2017-12-02,3,1,高频多品类用户
117798,2,2017-12-02,2,1,稳定复购用户
117802,4,2017-11-28,4,5,高频多品类用户
117805,5,2017-12-03,4,0,高频多品类用户
117808,4,2017-12-02,4,1,高频多品类用户
117818,4,2017-11-30,4,3,高频多品类用户
117842,1,2017-12-02,1,1,新购买用户
117857,6,2017-12-03,4,0,高频多品类用户
117883,2,2017-11-29,2,4,稳定复购用户
117886,3,2017-12-02,3,1,高频多品类用户
117888,2,2017-12-03,1,0,稳定复购用户
117893,3,2017-12-03,3,0,高频多品类用户
117895,2,2017-11-27,2,6,稳定复购用户
117902,3,2017-12-02,2,1,高频多品类用户
117916,2,2017-11-26,2,7,稳定复购用户
117921,1,2017-12-02,1,1,新购买用户
117933,1,2017-11-27,1,6,低频沉睡用户
117935,1,2017-11-26,1,7,低频沉睡用户
117941,3,2017-11-27,3,6,高频多品类用户
117957,5,2017-12-02,5,1,高频多品类用户
117962,4,2017-11-26,4,7,高频多品类用户
117965,3,2017-12-02,2,1,高频多品类用户
117972,2,2017-12-01,2,2,稳定复购用户
117981,5,2017-12-03,5,0,高频多品类用户
117983,4,2017-12-02,4,1,高频多品类用户
117987,2,2017-11-30,2,3,稳定复购用户
117990,1,2017-12-03,1,0,新购买用户
118006,2,2017-11-29,2,4,稳定复购用户
118021,4,2017-12-02,2,1,高频多品类用户
118040,2,2017-12-01,2,2,稳定复购用户
118049,1,2017-11-28,1,5,低频沉睡用户
118056,13,2017-12-03,12,0,高频多品类用户
118059,4,2017-11-29,3,4,高频多品类用户
118074,2,2017-11-29,2,4,稳定复购用户
118079,4,2017-12-02,4,1,高频多品类用户
118087,4,2017-11-30,4,3,高频多品类用户
118099,1,2017-11-30,1,3,低频沉睡用户
118112,2,2017-12-01,2,2,稳定复购用户
118123,1,2017-11-25,1,8,低频沉睡用户
118130,5,2017-12-03,4,0,高频多品类用户
118136,4,2017-12-02,4,1,高频多品类用户
118138,1,2017-11-27,1,6,低频沉睡用户
118140,1,2017-12-02,1,1,新购买用户
118147,1,2017-12-03,1,0,新购买用户
118149,2,2017-12-03,2,0,稳定复购用户
118164,6,2017-12-03,4,0,高频多品类用户
118183,3,2017-11-29,2,4,高频多品类用户
118187,1,2017-12-02,1,1,新购买用户
118200,2,2017-11-27,2,6,稳定复购用户
118202,19,2017-12-03,9,0,高频多品类用户
118203,1,2017-12-01,1,2,低频沉睡用户
118217,2,2017-12-01,1,2,稳定复购用户
118218,1,2017-12-01,1,2,低频沉睡用户
118231,3,2017-12-02,2,1,高频多品类用户
118237,6,2017-12-03,6,0,高频多品类用户
118238,6,2017-12-03,5,0,高频多品类用户
118242,2,2017-11-27,2,6,稳定复购用户
118265,2,2017-12-03,2,0,稳定复购用户
118281,1,2017-11-25,1,8,低频沉睡用户
118290,1,2017-12-01,1,2,低频沉睡用户
118293,1,2017-11-29,1,4,低频沉睡用户
118302,1,2017-12-01,1,2,低频沉睡用户
118305,1,2017-11-27,1,6,低频沉睡用户
118306,2,2017-12-01,2,2,稳定复购用户
118307,1,2017-11-29,1,4,低频沉睡用户
118308,1,2017-12-01,1,2,低频沉睡用户
118313,1,2017-11-28,1,5,低频沉睡用户
118314,1,2017-11-26,1,7,低频沉睡用户
118321,3,2017-11-29,3,4,高频多品类用户
118328,2,2017-11-30,2,3,稳定复购用户
118336,2,2017-11-28,2,5,稳定复购用户
118379,2,2017-11-28,2,5,稳定复购用户
118383,1,2017-11-28,1,5,低频沉睡用户
118384,7,2017-12-03,7,0,高频多品类用户
