user_id,risk,label,pv_cnt,cart_cnt,fav_cnt,buy_cnt,act_days,cat_width,recency,tenure,buy_rate,cart_fav,cart_buy_ratio
112621,0.5912837935140829,1,64,5,0,2,6,23,1,5,0.3333333333333333,5,2.5
112630,0.6272262356252263,0,33,6,0,1,3,15,1,2,0.3333333333333333,6,6.0
112643,0.5723659133698558,0,59,2,3,2,5,19,2,4,0.4,5,2.5
112654,0.56425121054952,1,149,3,1,3,5,42,1,5,0.6,4,1.3333333333333333
112676,0.5696372424244935,1,74,1,0,2,6,20,1,5,0.3333333333333333,1,0.5
112677,0.5366953911680522,0,34,4,0,3,5,11,2,4,0.6,4,1.3333333333333333
112684,0.5306006126338673,1,190,0,1,5,6,17,1,5,0.8333333333333334,1,0.2
112689,0.5393267271920533,0,90,10,1,3,6,34,1,5,0.5,11,3.6666666666666665
112691,0.5955606325708765,0,35,0,2,1,4,12,1,5,0.25,2,2.0
112710,0.43082838942956886,0,71,0,27,6,6,28,1,5,1.0,27,4.5
112713,0.5401925226792598,1,46,0,0,3,5,17,1,5,0.6,0,0.0
112717,0.3813624611688599,1,103,12,0,18,5,34,1,4,3.6,12,0.6666666666666666
112726,0.4219388895183785,0,24,0,1,5,4,19,1,5,1.25,1,0.2
112735,0.4884182008713346,0,14,2,0,1,1,10,5,0,1.0,2,2.0
112741,0.5672943900035977,0,74,8,0,2,6,14,1,5,0.3333333333333333,8,4.0
112754,0.5945356639408933,1,178,14,0,1,6,38,1,5,0.16666666666666666,14,14.0
112768,0.6008912851163677,1,158,4,2,3,6,45,1,5,0.5,6,2.0
112774,0.6294503547406421,1,17,3,0,1,4,14,3,3,0.25,3,3.0
112775,0.4893569952331825,0,177,10,1,4,6,23,1,5,0.6666666666666666,11,2.75
112782,0.6147074493055326,1,2,0,0,1,3,3,2,4,0.3333333333333333,0,0.0
112787,0.638215345380358,1,7,0,0,1,3,5,3,3,0.3333333333333333,0,0.0
112801,0.6240329518083297,1,43,4,0,1,3,14,2,3,0.3333333333333333,4,4.0
112802,0.5130612224748411,0,21,2,0,2,3,4,1,5,0.6666666666666666,2,1.0
112804,0.5282170028671258,1,79,12,1,2,5,39,1,4,0.4,13,6.5
112829,0.6430903079796896,0,13,0,0,1,5,6,2,4,0.2,0,0.0
112832,0.5730893873349859,1,19,4,2,2,5,17,1,5,0.4,6,3.0
112844,0.6109446846867475,1,144,1,5,3,6,66,1,5,0.5,6,2.0
112845,0.5514802063624368,0,78,4,4,3,6,41,1,5,0.5,8,2.6666666666666665
112855,0.620331589327478,1,21,0,0,1,4,10,1,5,0.25,0,0.0
112864,0.5621113294633704,1,93,5,0,3,6,15,1,5,0.5,5,1.6666666666666667
112867,0.4842444504031936,0,16,0,3,3,4,9,1,4,0.75,3,1.0
112868,0.5516781775645332,1,2,0,0,1,2,2,1,1,0.5,0,0.0
112870,0.28694373803624956,0,46,19,1,16,5,35,2,4,3.2,20,1.25
112887,0.4593394191787889,0,125,27,0,3,6,15,1,5,0.5,27,9.0
112890,0.38374903353023354,0,2,2,0,2,2,3,2,4,1.0,2,1.0
112910,0.5702220395052932,1,64,0,0,2,5,18,1,5,0.4,0,0.0
112914,0.7025441427504767,1,151,0,18,2,6,37,1,5,0.3333333333333333,18,9.0
112920,0.5710520842926861,1,39,3,0,2,4,12,2,3,0.5,3,1.5
112930,0.3904756839404729,0,4,1,2,3,4,5,1,4,0.75,3,1.0
112933,0.43533236814107007,1,131,16,1,7,6,48,1,5,1.1666666666666667,17,2.4285714285714284
112934,0.435493991317355,0,139,8,0,4,5,34,1,4,0.8,8,2.0
112936,0.5741820747027748,0,26,5,0,2,4,10,2,4,0.5,5,2.5
112952,0.6146292423205643,1,26,2,1,1,2,9,3,3,0.5,3,3.0
112961,0.5054035964023009,0,66,10,0,3,5,37,1,4,0.6,10,3.3333333333333335
112970,0.3477107924123471,0,295,22,1,10,6,104,1,5,1.6666666666666667,23,2.3
112972,0.6091996914930643,1,58,1,0,1,3,21,1,4,0.3333333333333333,1,1.0
112988,0.5821112215148533,0,140,16,0,1,6,55,1,5,0.16666666666666666,16,16.0
112997,0.5515843202932775,0,141,24,0,6,4,23,1,3,1.5,24,4.0
113014,0.6481236145385288,1,78,6,0,1,3,9,1,2,0.3333333333333333,6,6.0
113023,0.6040071866592918,1,139,4,3,2,4,17,1,5,0.5,7,3.5
113027,0.6265668733422867,1,121,3,13,2,5,20,2,4,0.4,16,8.0
113034,0.5341396310250794,1,39,12,0,3,5,16,1,4,0.6,12,4.0
113046,0.6114995253661025,0,136,0,6,1,5,37,1,5,0.2,6,6.0
113059,0.5188726236832717,1,120,25,1,2,5,25,1,4,0.4,26,13.0
113069,0.5319612906851621,0,15,0,0,2,3,7,3,2,0.6666666666666666,0,0.0
113082,0.42739613808359755,0,36,2,0,4,6,20,1,5,0.6666666666666666,2,0.5
113111,0.5284208726716643,0,76,15,0,2,4,11,1,5,0.5,15,7.5
113116,0.5050720910119526,0,96,0,2,3,6,47,1,5,0.5,2,0.6666666666666666
113118,0.5414162789811414,1,79,6,1,3,6,30,1,5,0.5,7,2.3333333333333335
113143,0.549064708288148,0,133,11,0,2,6,30,1,5,0.3333333333333333,11,5.5
113163,0.44819205752658176,0,110,18,1,6,6,36,1,5,1.0,19,3.1666666666666665
113164,0.3205780428082291,0,50,10,1,9,6,16,1,5,1.5,11,1.2222222222222223
113194,0.6032680632867036,0,79,0,4,1,6,23,1,5,0.16666666666666666,4,4.0
113221,0.6199475766961334,1,52,0,0,1,2,8,1,3,0.5,0,0.0
113233,0.625078994829864,1,65,6,0,1,6,22,1,5,0.16666666666666666,6,6.0
113244,0.45066917252730054,0,24,6,0,4,5,16,1,4,0.8,6,1.5
113251,0.6152440972881708,1,71,7,1,1,4,18,1,3,0.25,8,8.0
113253,0.501758986718056,0,70,13,0,3,5,25,1,5,0.6,13,4.333333333333333
113255,0.5765860535662286,0,48,9,0,2,6,13,1,5,0.3333333333333333,9,4.5
113256,0.5487470662835361,0,45,1,0,2,5,15,1,5,0.4,1,0.5
113269,0.5588523729110975,0,46,8,0,2,6,16,1,5,0.3333333333333333,8,4.0
113291,0.5967305750243896,0,139,8,5,1,5,24,1,4,0.2,13,13.0
113297,0.44266570513083553,0,3,3,0,1,5,5,1,5,0.2,3,3.0
113321,0.4942781528965755,0,189,1,2,3,5,48,1,5,0.6,3,1.0
113325,0.637983090660062,1,4,0,0,1,4,4,2,4,0.25,0,0.0
113334,0.5569613629580956,0,30,1,2,2,3,7,1,2,0.6666666666666666,3,1.5
113361,0.44196861974702567,0,28,0,2,3,2,7,3,1,1.5,2,0.6666666666666666
113371,0.2687837122154426,0,67,29,16,11,6,42,1,5,1.8333333333333333,45,4.090909090909091
113372,0.45529398347031114,0,56,6,0,4,6,24,1,5,0.6666666666666666,6,1.5
113375,0.5217837712277092,1,218,10,0,5,6,48,1,5,0.8333333333333334,10,2.0
113424,0.521928165715422,1,23,4,4,4,4,5,1,4,1.0,8,2.0
113446,0.41405998909398156,0,150,16,0,7,6,39,1,5,1.1666666666666667,16,2.2857142857142856
113512,0.45269156454425497,0,64,6,7,4,6,42,1,5,0.6666666666666666,13,3.25
113514,0.6180716828202403,1,75,1,0,1,5,36,1,5,0.2,1,1.0
113523,0.48796789782903716,1,137,20,0,5,6,46,1,5,0.8333333333333334,20,4.0
113526,0.7092284784809983,1,57,0,0,1,4,15,2,3,0.25,0,0.0
113537,0.6270471746714402,1,9,1,0,1,3,3,2,2,0.3333333333333333,1,1.0
113551,0.5586009674849901,1,7,0,0,2,5,8,1,5,0.4,0,0.0
113556,0.6391992700668666,0,32,0,0,1,4,6,1,5,0.25,0,0.0
113564,0.5858193627726427,0,356,7,3,1,6,22,1,5,0.16666666666666666,10,10.0
113570,0.21787272290204102,0,63,0,10,8,6,31,1,5,1.3333333333333333,10,1.25
113571,0.48805068045572625,1,146,3,0,7,6,35,1,5,1.1666666666666667,3,0.42857142857142855
113572,0.5618854202596524,1,39,0,0,2,2,9,1,1,1.0,0,0.0
113584,0.42682673107820224,1,147,5,11,6,6,35,1,5,1.0,16,2.6666666666666665
113602,0.557776880117581,1,16,0,0,1,1,14,3,0,1.0,0,0.0
113603,0.525883895688995,0,19,1,0,3,4,13,2,3,0.75,1,0.3333333333333333
113617,0.4170303030201063,1,92,5,0,6,5,24,1,4,1.2,5,0.8333333333333334
113625,0.5706392271790698,1,47,3,0,2,5,11,1,4,0.4,3,1.5
113627,0.40925991543936213,0,199,30,0,2,6,13,1,5,0.3333333333333333,30,15.0
113640,0.6006940226067483,1,17,9,0,2,4,8,2,4,0.5,9,4.5
113652,0.6065142004304632,1,21,4,0,1,3,7,1,4,0.3333333333333333,4,4.0
113690,0.5028231423584044,1,19,0,0,3,5,13,1,5,0.6,0,0.0
113696,0.4119837640756302,0,201,23,0,5,6,49,1,5,0.8333333333333334,23,4.6
113701,0.452672284185999,1,66,5,2,5,6,30,1,5,0.8333333333333334,7,1.4
113705,0.2330806291031763,0,68,4,9,10,6,26,1,5,1.6666666666666667,13,1.3
113710,0.5732192192223848,1,29,4,0,2,4,7,1,5,0.5,4,2.0
113717,0.5691057327554249,0,37,0,3,1,2,13,1,4,0.5,3,3.0
113722,0.4649403862533245,1,24,0,0,3,4,14,1,5,0.75,0,0.0
113731,0.46126513294682864,1,32,6,3,4,6,23,1,5,0.6666666666666666,9,2.25
113732,0.5667505591766687,1,34,0,0,2,4,9,1,4,0.5,0,0.0
113737,0.42238632703426315,1,131,0,8,6,6,46,1,5,1.0,8,1.3333333333333333
113743,0.6033626535851565,1,22,4,1,1,4,9,1,4,0.25,5,5.0
113748,0.6204153985602174,1,42,1,2,1,6,22,1,5,0.16666666666666666,3,3.0
113753,0.6264081941877245,1,50,3,0,1,6,21,1,5,0.16666666666666666,3,3.0
113768,0.6177997058559839,1,32,0,1,1,6,13,1,5,0.16666666666666666,1,1.0
113785,0.6447867579472499,1,25,1,0,1,6,12,1,5,0.16666666666666666,1,1.0
113801,0.6357211700331444,1,27,0,0,1,4,7,1,5,0.25,0,0.0
113823,0.5539794804350467,0,40,7,5,2,4,25,2,4,0.5,12,6.0
113826,0.6322929305000031,1,12,1,0,1,3,6,2,3,0.3333333333333333,1,1.0
113829,0.617036151578459,0,36,5,0,1,4,12,1,4,0.25,5,5.0
113834,0.5067988893180003,0,343,30,6,1,6,38,1,5,0.16666666666666666,36,36.0
113848,0.589150693851586,0,53,2,4,1,3,16,2,4,0.3333333333333333,6,6.0
113873,0.6620837491756771,1,182,9,0,1,6,29,1,5,0.16666666666666666,9,9.0
113879,0.5219637452082446,0,181,13,0,3,6,23,1,5,0.5,13,4.333333333333333
113890,0.5673038022945263,0,35,10,1,2,5,10,1,5,0.4,11,5.5
113896,0.45216820030250743,0,43,4,0,4,5,15,1,5,0.8,4,1.0
113904,0.5374120424795885,0,112,1,0,2,5,34,2,4,0.4,1,0.5
113906,0.6231527818109978,0,49,0,1,1,6,30,1,5,0.16666666666666666,1,1.0
113910,0.3766561756563997,0,15,0,0,4,6,9,1,5,0.6666666666666666,0,0.0
113932,0.5904468187265073,0,101,8,0,1,5,25,1,5,0.2,8,8.0
113936,0.6405955100330439,1,13,4,0,1,4,5,2,3,0.25,4,4.0
113938,0.5689226381226767,0,24,4,0,2,3,11,2,3,0.6666666666666666,4,2.0
113948,0.6355506574365396,1,29,0,0,1,5,10,1,4,0.2,0,0.0
113949,0.6542271028214619,1,28,0,0,1,3,11,3,3,0.3333333333333333,0,0.0
113973,0.3439699977267787,0,56,4,9,8,5,12,2,4,1.6,13,1.625
113986,0.5516211846792379,1,20,1,0,2,4,6,1,5,0.5,1,0.5
113995,0.6253899511512024,1,54,6,0,1,6,21,1,5,0.16666666666666666,6,6.0
114002,0.5571795854699693,0,37,0,0,2,5,11,1,5,0.4,0,0.0
114010,0.6065682360623357,0,50,3,3,1,5,22,2,4,0.2,6,6.0
114031,0.6264204771705546,1,208,8,10,2,5,41,2,4,0.4,18,9.0
114035,0.6341601157179982,0,12,0,0,1,6,7,1,5,0.16666666666666666,0,0.0
114036,0.55061041124217,1,71,7,0,3,6,22,1,5,0.5,7,2.3333333333333335
114042,0.5776548951844619,1,52,11,11,1,5,13,1,5,0.2,22,22.0
114046,0.554915869907657,1,94,10,0,2,6,33,1,5,0.3333333333333333,10,5.0
114069,0.5305250680084769,0,33,0,4,3,5,17,1,5,0.6,4,1.3333333333333333
114105,0.5838970824132587,1,164,4,2,3,5,34,2,4,0.6,6,2.0
114128,0.6139343668942239,1,10,0,0,1,2,3,2,3,0.5,0,0.0
114132,0.589558237791731,1,33,5,1,2,5,9,1,5,0.4,6,3.0
114141,0.4531888101828384,1,92,0,1,4,6,30,1,5,0.6666666666666666,1,0.25
114142,0.5060972099785851,0,78,10,0,3,5,30,1,4,0.6,10,3.3333333333333335
114160,0.5621376241567967,1,109,0,9,3,6,39,1,5,0.5,9,3.0
114172,0.5857641318943428,1,86,8,0,2,6,12,1,5,0.3333333333333333,8,4.0
114189,0.6534630374807885,0,146,3,0,1,5,19,1,5,0.2,3,3.0
114197,0.5120413331139472,1,63,0,10,3,4,14,2,4,0.75,10,3.3333333333333335
114200,0.6189492140785273,1,2,1,0,1,3,4,2,3,0.3333333333333333,1,1.0
114208,0.5902616482045963,1,62,0,7,1,5,8,1,5,0.2,7,7.0
114209,0.5975319505589387,1,129,13,1,1,6,29,1,5,0.16666666666666666,14,14.0
114219,0.5989326916352173,0,114,0,6,2,6,24,1,5,0.3333333333333333,6,3.0
114220,0.5588889801848669,1,58,0,0,2,6,15,1,5,0.3333333333333333,0,0.0
114224,0.597469125144836,1,29,4,0,1,5,14,1,4,0.2,4,4.0
114229,0.43845111727782504,1,47,2,0,7,6,17,1,5,1.1666666666666667,2,0.2857142857142857
114232,0.5857022666380486,0,28,7,2,1,6,17,1,5,0.16666666666666666,9,9.0
114246,0.5141146573863932,0,25,0,1,3,4,11,1,5,0.75,1,0.3333333333333333
114252,0.6025544814829036,0,77,0,2,1,4,35,2,4,0.25,2,2.0
114272,0.632827647844525,1,38,6,0,1,4,12,1,3,0.25,6,6.0
114278,0.5453358136058023,1,78,15,0,3,5,33,2,4,0.6,15,5.0
114280,0.5458064407625772,1,14,0,0,2,3,7,2,4,0.6666666666666666,0,0.0
114283,0.6463382646659642,1,0,10,0,2,4,11,3,3,0.5,10,5.0
114295,0.6120314062174428,0,43,6,0,1,5,18,1,5,0.2,6,6.0
114300,0.6052639245199306,1,30,2,2,1,4,18,1,5,0.25,4,4.0
114308,0.5895919231073644,1,29,9,0,1,6,20,1,5,0.16666666666666666,9,9.0
114309,0.6063009040832971,1,191,7,0,2,6,40,1,5,0.3333333333333333,7,3.5
114361,0.6813629080625019,1,138,4,0,1,4,13,3,3,0.25,4,4.0
114375,0.5029402632151386,1,304,10,1,6,6,44,1,5,1.0,11,1.8333333333333333
114415,0.5531879639712194,0,68,3,0,1,2,18,5,1,0.5,3,3.0
114436,0.5889916811871908,1,86,11,3,1,5,26,1,4,0.2,14,14.0
114457,0.5816552639930884,1,78,0,4,2,4,15,2,4,0.5,4,2.0
114467,0.3178763123800337,0,186,9,0,11,6,51,1,5,1.8333333333333333,9,0.8181818181818182
114478,0.4381123011955507,1,88,12,0,4,6,26,1,5,0.6666666666666666,12,3.0
114521,0.5401952633232111,1,24,0,0,3,2,6,1,2,1.5,0,0.0
114523,0.5804343416235687,0,8,0,0,1,6,5,1,5,0.16666666666666666,0,0.0
114524,0.5760847897625747,1,70,3,5,2,3,14,2,4,0.6666666666666666,8,4.0
114536,0.6211836087311614,0,7,1,0,1,3,5,2,4,0.3333333333333333,1,1.0
114546,0.41287092857350727,0,88,2,1,5,5,27,2,4,1.0,3,0.6
114558,0.4947700932800614,1,202,12,0,6,6,26,1,5,1.0,12,2.0
114565,0.7442089387107463,1,255,6,22,3,6,39,1,5,0.5,28,9.333333333333334
114569,0.5821484107624388,1,11,2,0,1,3,5,1,5,0.3333333333333333,2,2.0
114571,0.5526385030845375,1,55,0,3,2,3,14,1,5,0.6666666666666666,3,1.5
114576,0.5984672913597231,0,24,3,7,1,4,16,1,5,0.25,10,10.0
114585,0.6123543424767475,1,43,0,7,1,6,13,1,5,0.16666666666666666,7,7.0
114601,0.48154112366379415,1,205,15,0,5,6,31,1,5,0.8333333333333334,15,3.0
114616,0.6009691278099695,1,13,4,5,1,5,12,1,5,0.2,9,9.0
114629,0.5552074880905002,1,5,0,0,1,2,4,5,1,0.5,0,0.0
114635,0.57917051390196,1,57,16,1,1,6,25,1,5,0.16666666666666666,17,17.0
114644,0.48770272486968425,0,10,0,1,3,5,9,1,5,0.6,1,0.3333333333333333
114650,0.5116696991543248,0,109,1,0,2,6,47,1,5,0.3333333333333333,1,0.5
114664,0.5615933505580478,0,59,22,2,1,4,37,1,4,0.25,24,24.0
114670,0.5482202834130295,1,0,0,0,1,1,1,1,0,1.0,0,0.0
114672,0.44973160198685946,1,242,4,16,8,5,46,1,5,1.6,20,2.5
114687,0.33804178069271446,0,103,23,0,9,6,41,1,5,1.5,23,2.5555555555555554
114714,0.6054358512749688,1,50,3,0,1,5,16,1,4,0.2,3,3.0
114726,0.6438776195985431,1,18,0,0,1,4,12,2,4,0.25,0,0.0
114733,0.4755279799728525,0,12,0,5,3,5,4,1,5,0.6,5,1.6666666666666667
114743,0.5014707828410625,1,21,0,0,3,4,14,1,3,0.75,0,0.0
114744,0.5914999396957793,0,79,1,0,1,3,30,2,4,0.3333333333333333,1,1.0
114749,0.5784187699353032,1,83,4,0,2,4,17,2,4,0.5,4,2.0
114752,0.622652480492272,1,184,4,6,2,6,50,1,5,0.3333333333333333,10,5.0
114754,0.5748605401001516,1,73,7,0,2,5,23,2,4,0.4,7,3.5
114781,0.3481156483883941,0,57,7,0,8,5,14,1,4,1.6,7,0.875
114784,0.6349220836329895,1,16,1,0,1,4,7,2,4,0.25,1,1.0
114788,0.5790852954287973,1,19,2,1,1,3,5,1,5,0.3333333333333333,3,3.0
114798,0.5414690934841115,1,37,0,1,2,5,10,1,5,0.4,1,0.5
114823,0.6126763069091166,1,75,9,3,1,5,27,2,4,0.2,12,12.0
114824,0.37459217725238153,0,3,0,0,2,3,5,1,5,0.6666666666666666,0,0.0
114861,0.5958272919956689,0,13,2,3,1,4,10,1,5,0.25,5,5.0
114892,0.5729604023962938,1,240,3,0,2,6,27,1,5,0.3333333333333333,3,1.5
114900,0.5862151932936286,1,117,3,1,3,6,45,1,5,0.5,4,1.3333333333333333
114912,0.38413684777532875,0,481,50,2,2,4,25,1,3,0.5,52,26.0
114915,0.6096628742475726,1,61,7,0,1,2,15,1,5,0.5,7,7.0
114917,0.586320179084934,1,153,0,0,2,6,66,1,5,0.3333333333333333,0,0.0
114926,0.30563413357683494,0,67,12,5,8,6,39,1,5,1.3333333333333333,17,2.125
114941,0.4201778003836901,1,108,5,0,6,6,45,1,5,1.0,5,0.8333333333333334
114948,0.30033248688587116,0,38,0,0,9,2,10,2,4,4.5,0,0.0
114954,0.5049035297677249,0,73,5,0,4,6,13,1,5,0.6666666666666666,5,1.25
114962,0.4700673297839885,0,16,4,1,4,4,10,1,5,1.0,5,1.25
114968,0.5932181993413848,1,9,0,3,1,5,6,1,5,0.2,3,3.0
114974,0.57607917096652,1,4,1,1,1,4,6,3,3,0.25,2,2.0
114996,0.6648884905436688,1,166,8,1,1,6,37,1,5,0.16666666666666666,9,9.0
115009,0.6017917786800059,1,33,2,0,1,4,7,1,4,0.25,2,2.0
115012,0.5489903020651513,1,53,10,0,2,6,31,1,5,0.3333333333333333,10,5.0
115031,0.3130995562006594,0,79,35,0,3,5,31,1,5,0.6,35,11.666666666666666
115039,0.5317038245531879,1,22,1,0,3,2,9,1,5,1.5,1,0.3333333333333333
115044,0.6460447838835506,1,110,6,0,1,6,14,1,5,0.16666666666666666,6,6.0
115046,0.4637045784658839,1,95,1,0,4,6,18,1,5,0.6666666666666666,1,0.25
115047,0.47148354512134516,1,205,0,0,13,6,40,1,5,2.1666666666666665,0,0.0
115087,0.5168224909851864,0,21,0,0,3,6,8,1,5,0.5,0,0.0
115098,0.5512269266395755,0,43,6,0,3,6,14,1,5,0.5,6,2.0
115106,0.5666221785881518,1,42,3,0,2,4,22,1,3,0.5,3,1.5
115108,0.5496230995466495,0,9,0,0,2,4,7,1,5,0.5,0,0.0
115109,0.6082894521462906,0,75,5,5,1,5,11,2,4,0.2,10,10.0
115147,0.6371381582248455,1,14,6,0,1,4,5,1,4,0.25,6,6.0
115168,0.6054620462786863,1,21,4,5,1,4,11,2,4,0.25,9,9.0
115179,0.59318646448246,0,166,8,0,2,6,26,1,5,0.3333333333333333,8,4.0
115185,0.5257209281197606,0,81,0,2,3,5,20,2,4,0.6,2,0.6666666666666666
115197,0.6136858174753655,0,85,2,0,1,6,10,1,5,0.16666666666666666,2,2.0
115198,0.5311636820746423,1,0,0,0,1,1,1,2,0,1.0,0,0.0
115220,0.5038474687480816,1,38,16,0,3,6,20,1,5,0.5,16,5.333333333333333
115221,0.5620646286596995,0,36,3,0,2,4,9,1,4,0.5,3,1.5
115224,0.6210344380296825,0,26,1,0,1,3,12,4,2,0.3333333333333333,1,1.0
115229,0.3215244497159509,0,26,1,0,8,6,16,1,5,1.3333333333333333,1,0.125
115238,0.5497419854906146,0,64,0,0,2,5,38,1,4,0.4,0,0.0
115242,0.5862226032335482,0,10,0,0,1,3,4,1,5,0.3333333333333333,0,0.0
115250,0.49367384880143667,0,19,0,0,2,2,5,5,1,1.0,0,0.0
115254,0.5565363753719853,0,17,1,0,2,4,8,1,3,0.5,1,0.5
115274,0.6130847795191522,1,25,1,0,1,5,9,1,5,0.2,1,1.0
115289,0.6421861578590501,1,6,0,0,1,3,3,1,3,0.3333333333333333,0,0.0
115293,0.5533187671842201,1,47,10,4,1,3,22,1,3,0.3333333333333333,14,14.0
115297,0.562762597776344,1,21,1,1,2,3,9,1,2,0.6666666666666666,2,1.0
115320,0.6325164337453743,1,13,0,0,1,4,7,1,5,0.25,0,0.0
115326,0.5919780123984557,0,21,3,0,1,4,6,1,5,0.25,3,3.0
115327,0.7005552778740972,1,276,1,1,1,6,29,1,5,0.16666666666666666,2,2.0
115332,0.6571232139006181,1,13,0,0,1,3,7,1,2,0.3333333333333333,0,0.0
115333,0.6235177832468158,0,107,7,16,1,6,31,1,5,0.16666666666666666,23,23.0
115374,0.5480061499587414,0,73,7,0,3,5,24,1,5,0.6,7,2.3333333333333335
115376,0.4425468675589646,0,7,0,0,3,3,5,3,3,1.0,0,0.0
115385,0.48049877777183125,0,5,0,0,1,1,4,5,0,1.0,0,0.0
115411,0.25695623614530844,0,111,1,0,11,5,43,1,5,2.2,1,0.09090909090909091
115415,0.5603337825330678,1,98,9,2,2,6,30,1,5,0.3333333333333333,11,5.5
115416,0.45611624127120726,0,44,3,0,5,5,15,1,5,1.0,3,0.6
115438,0.6170612239372012,1,58,4,0,1,4,26,1,5,0.25,4,4.0
115442,0.5581509994723199,1,43,2,0,2,2,4,1,4,1.0,2,1.0
115443,0.563786291094855,0,105,2,0,2,6,39,1,5,0.3333333333333333,2,1.0
115453,0.6183499273522375,1,210,0,5,2,6,22,1,5,0.3333333333333333,5,2.5
115456,0.6081964834822767,1,27,1,1,1,4,11,1,3,0.25,2,2.0
115462,0.623898244286971,1,38,1,1,1,6,16,1,5,0.16666666666666666,2,2.0
115473,0.6115382535015549,1,25,4,0,1,6,18,1,5,0.16666666666666666,4,4.0
115476,0.5159604273311725,0,46,1,0,3,6,21,1,5,0.5,1,0.3333333333333333
115506,0.5068402774227961,1,41,0,5,8,4,14,2,4,2.0,5,0.625
115509,0.4422006361189567,1,22,0,1,5,4,10,1,5,1.25,1,0.2
115512,0.4954176546235201,0,147,15,0,2,6,22,1,5,0.3333333333333333,15,7.5
115525,0.6197280485099758,1,82,3,0,1,6,33,1,5,0.16666666666666666,3,3.0
115530,0.5458604150213409,0,28,10,0,2,6,17,1,5,0.3333333333333333,10,5.0
115531,0.45590569876809306,1,160,1,3,5,6,27,1,5,0.8333333333333334,4,0.8
115536,0.6197525898144683,0,2,0,0,1,3,3,3,3,0.3333333333333333,0,0.0
115537,0.6026229630167471,1,137,11,0,1,5,64,1,4,0.2,11,11.0
115543,0.5912124999472568,1,89,4,0,2,6,21,1,5,0.3333333333333333,4,2.0
115554,0.6144042982611053,1,61,1,4,1,6,20,1,5,0.16666666666666666,5,5.0
115555,0.40817747798080734,0,41,1,0,5,6,38,1,5,0.8333333333333334,1,0.2
115563,0.573856790084967,0,47,7,0,2,5,14,2,4,0.4,7,3.5
115564,0.6025233118584359,1,44,10,0,1,6,33,1,5,0.16666666666666666,10,10.0
115592,0.5728375574552504,1,6,0,0,1,2,4,4,2,0.5,0,0.0
115605,0.57031440316072,1,14,2,0,1,1,3,2,0,1.0,2,2.0
115614,0.617856232036438,0,18,0,0,1,3,9,1,4,0.3333333333333333,0,0.0
115618,0.5226252377750484,1,16,4,0,3,4,6,2,3,0.75,4,1.3333333333333333
115638,0.6553132033666206,1,101,25,4,1,4,26,1,5,0.25,29,29.0
115648,0.45983578419522736,0,77,5,0,4,6,18,1,5,0.6666666666666666,5,1.25
115650,0.610179286031652,0,12,0,1,1,4,5,1,5,0.25,1,1.0
115651,0.5946909302234724,0,83,8,0,1,5,22,2,4,0.2,8,8.0
115685,0.4891020222599968,0,0,3,0,1,4,4,1,5,0.25,3,3.0
115686,0.6010438913230911,0,109,1,6,1,6,34,1,5,0.16666666666666666,7,7.0
115718,0.6674611797562686,1,22,0,0,1,5,15,2,4,0.2,0,0.0
115730,0.4622442730361816,0,68,0,9,3,2,15,1,5,1.5,9,3.0
115733,0.39132569545063545,0,2,0,1,3,3,5,1,5,1.0,1,0.3333333333333333
115738,0.5060155976128659,1,81,10,0,4,6,20,1,5,0.6666666666666666,10,2.5
115743,0.6398842998921598,1,16,0,0,1,4,7,1,4,0.25,0,0.0
115744,0.6141751532850318,1,30,3,0,1,4,11,2,4,0.25,3,3.0
115749,0.6177959516433986,0,69,3,0,1,6,27,1,5,0.16666666666666666,3,3.0
115752,0.6258568687907322,0,117,3,1,1,6,32,1,5,0.16666666666666666,4,4.0
115762,0.5130927022425885,1,80,13,0,2,6,22,1,5,0.3333333333333333,13,6.5
115773,0.5401428306310955,0,56,13,0,3,5,21,2,4,0.6,13,4.333333333333333
115774,0.5940289002919367,0,144,7,0,2,6,50,1,5,0.3333333333333333,7,3.5
115810,0.4570363467439353,1,57,6,0,7,6,15,1,5,1.1666666666666667,6,0.8571428571428571
115813,0.6192694079400135,1,81,4,0,1,6,20,1,5,0.16666666666666666,4,4.0
115822,0.572209362935073,1,47,2,0,2,5,14,2,4,0.4,2,1.0
115853,0.6744273086036988,1,56,0,23,1,2,28,1,2,0.5,23,23.0
115864,0.5329104121728246,0,31,8,0,2,4,17,3,3,0.5,8,4.0
115866,0.5991269802335624,0,18,0,0,1,2,2,4,2,0.5,0,0.0
115874,0.5965835866239934,0,107,4,0,1,5,27,1,4,0.2,4,4.0
115880,0.6136003569826588,1,195,2,6,2,6,29,1,5,0.3333333333333333,8,4.0
115906,0.5803530750928416,1,536,13,0,1,6,48,1,5,0.16666666666666666,13,13.0
115914,0.4700162751034114,1,32,0,1,4,4,18,2,4,1.0,1,0.25
115919,0.6100342818651463,0,43,2,9,1,6,21,1,5,0.16666666666666666,11,11.0
115932,0.5101659804590669,1,125,20,0,6,6,26,1,5,1.0,20,3.3333333333333335
115935,0.390183797529763,0,92,11,3,7,6,33,1,5,1.1666666666666667,14,2.0
115941,0.5812572268532203,0,67,0,8,2,6,37,1,5,0.3333333333333333,8,4.0
115950,0.5605361292734986,0,11,8,0,1,5,8,2,4,0.2,8,8.0
